040.wav|0|やり方は何も変えていない、設定もまったく変えていない。実験対象も変更なし、それ以外で変更条件というと
041.wav|0|父親とはかれこれ7年は会ってない。 母親はアメリカ。 私は今はホテル暮らし。分かった？
042.wav|0|時空の支配とそれに基づく歴史の破壊。言い換えれば過去から未来までを含む委員会による。完全なる理想郷を実現することは、21世紀に向けてのセルンの存在意義となるだろう
043.wav|0|本実験計画は機密保持のため、また臨機応変な計画名の変更を可能にするため、Zプログラムと命名された
044.wav|0|その名に意味、あるいは何らかの情熱的な精神を込めることを禁止する。プログラム従事者に不利益を与えることが推測されるためである
045.wav|0|Zプログラムは、国家間の楽組を超えた極秘共同プロジェクトであり、電磁波研究と同じく300人委員会から承認を受けた優先研究事項である
046.wav|0|以後セルンにおいて行われる、他の研究のすべては、このZプログラムの隠れ身のとして 機能させることが決定された
047.wav|0|Zプログラムでは、高エネルギーの陽子、陽子衝突を用いた時空間転移実験を行う
048.wav|0|しかも、40年近く前から、世界中の科学者を欺いてきた っていうの
049.wav|0|300人委員会か、セルン評議会とは、また別のものを指してると思うけど。何を指してるのかしら
050.wav|0|加速機については、1959年に完成した、陽子シンクロトロンからの 半世紀にわたるノウハウ蓄積により、一定成果を得ている
051.wav|0|これにより、2つ以上の人工的な局所場特異点の生成、および カーブラックホールの生成を可能とする
052.wav|0|なお、ブラックホール生成についての情報を意図的に曲解させてリークし、プログラム本来の目的について悟られぬようにすることが必要である
053.wav|0|Zプログラム4、実験日2005年1月28日13時05分
054.wav|0|超重力による無限圧縮、及びカーブラックホール内の特異点通過に耐えられなかったと思われる
055.wav|0|1921年4月3日、ニューヨーク14丁目にてビルの壁面に右半身が埋もれるようにして死んでいる男が発見された
056.wav|0|1972年10月2日、インド、タミルナードー州のダルマプリの路上でゼリー状になった女性の遺体発見
057.wav|0|1985年7月1日、フェロー諸島ストレイモイ島の海岸に奇妙な物体が流れ着いた
058.wav|0|それは成人男性のようにも見えるが、クラゲのようなブヨブヨの物体であり、 生きてはいない。 島の住人たちの間では、半魚人の死骸ではないかという噂も
059.wav|0|発見場所が世界中に散らばっている。この結果からどんな貝が導き出せるのかしら
060.wav|0|超重力による無限圧縮、およびカーブラックホール内の特異点通過に耐えられなかったと思われる
061.wav|0|理論上存在を予言されているブラックホールよ。 中心の特異点が回転しているという特徴がある。実在することはまだ証明されていないし、証明しようもないけど
062.wav|0|カーブラックホールを作るなんて、そんなのむちゃくちゃよ！下手したら地球ごと飲み込まれかねないような行為よ！そもそもカーブラックホールは仮説であって
063.wav|0|ブラックホール内部は尋常じゃない重力なの。そこを通れば確かに時間移動は可能かもしれないけど、生身の人間が通り抜けられるわけがない
064.wav|0|LHCによって容姿を高速の99.9999991%まで加速して正面衝突させるの
065.wav|0|そうすると、10のマイナス24乗キログラムの質量を10のマイナス19乗メートルっていうとても狭い範囲に圧縮して押し込むことができる
066.wav|0|すると理論的にミクちゃんとクロちゃんは2人とも魔法少女、リング状得意点に変身する
067.wav|0|その回転してるように見える部分はブラックホールに吸い込まれつつある周囲の物質でしかない
068.wav|0|ミクちゃんとクロちゃんは普通の人間ではありえないことに魔法少女化すると心臓が体内でぐるぐるとリング状に回転してるって考えて
069.wav|0|私たちは今空間を自由に移動できるけど、時間を1分過去に戻すことはできない。それが入れ替わるのよ
070.wav|0|イベントホライゾンの向こう側だと空間の移動は不可能になり。逆に時間を移動可能にね
071.wav|0|例えば、岡部がブラックホールに突入した場合に体験するのは永遠に引き伸ばされた時間なの
072.wav|0|光が最大質不可能ということは、人の目にはどうやったってイベントホライゾンの向こう側は見ることができない
073.wav|0|ただし、例外もある。タイムトラベルにカーブラックホールを使う場合この例外こそが重要なのよ
074.wav|0|カーブラックホールの特徴は、架空運動量が質量を上回ると、イベントホライゾンがなくなって、得意点が裸の状態になること
075.wav|0|イベントホライゾンがなくなることで時間と空間の役割が入れ替わる必要はなくなった。裸の得意点に向けてその入れ替わりを回避して突入できるようになる
076.wav|0|これまでも、存在する可能性は高いと予測されていた。矛盾するようだけど証明はされてる
077.wav|0|因果率が破綻してるわけだから、その裸の得意点に突入すれば、過去へ遡ることができる
078.wav|0|イオンクラフトっていうぐらいだから、この場合 帯電した空気と電極が関係してるんだと思う
079.wav|0|ミクロ得意点の重力調整がうまくできていない。だから完全な裸の得意点を作れていない
080.wav|0|裸の得意点が作れていないなら、 つまり被験者はブラックホールに放り込まれるのと同じだから。突入するだけで凄まじい質量によって、 押しつぶされるに決まってる
081.wav|0|その結果、あらゆる物質がフラクタル構造になってしまったという仮説を提示してみる。実際はどうなってるのかさっぱり。調べるだけで何ヶ月もかかりそう
082.wav|0|規模が全然違う。それにセルンでさえ完成させていないのに、あんたにできるわけないでしょ
083.wav|0|そもそも時間移動調整や 時間跳躍後の場所指定の問題も、セルンは解決できてないし
084.wav|0|例えば、地の底とか宇宙空間とかに放り出されたゼリーマンもいるかもしれない。見つかってるゼリーマン以外にもね 。というかその可能性は限りなく100%に近い
085.wav|0|地球から何万キロも離れた宇宙空間に放り出されたら、タイムトラベルしても無意味。 全く実用的じゃないわ
086.wav|0|地球を含む太陽系はミルキーウェイに属してる。 ミルキーウェイは渦を巻いているところから分かる通り。回転してるのよ
087.wav|0|ついでに言うと、ミルキーウェイを含む複数の銀河で銀河群が形成されているし。さらに上のグループとして超銀河団っていうのもある
088.wav|0|それらの銀河群も超銀河団も動いているかもしれないわけ。そうなるとさらに飛躍的に私たちの移動距離は伸びる
089.wav|0|いずれにせよ、ほんの1秒前に飛ぼうとするだけでも、膨大な局所場指定の計算が必要になるのよ
090.wav|0|手動じゃん 無理だし、 同じ場所に移動しようと思ったら、スパコンで計算したって、解が出るまでに何年かかるか
091.wav|0|セルンのやってることは、社会的にも人間的にも、そして研究者としても、許されることじゃない
092.wav|0|この状態で得意点を通過しようとすれば、超重力によって被験者はミクロレベルまで圧縮されてしまう。当然 無事ではいられないわ
093.wav|0|それと、タイムトラベル先の局所場指定ができないことが2点目。特異点を抜けてどこへ出るかの指定ができない
094.wav|0|だから、各地で見つかっている14人のゼリーマンは、むしろ運がいい方だったと言うべき
095.wav|0|人体実験は、2001年から100回以上行われていた。つまり、残りの80人以上は どこへ飛ばされたのかすら確認できていない ということ
096.wav|0|そもそも、 LHCは世界一巨大な電子レンジなんて異名もあるぐらいだけど
097.wav|0|もっとも電話レンジはわからないことが多すぎる。なんでセルンのタイムマシンと同じような現象を、あの小さな電子レンジで起こせるのか？
098.wav|0|そもそも、過去へ送れるメールはデジタルデータであって、 物体じゃないわ そこがセルンのタイムマシンと決定的に違っている
099.wav|0|やっぱり、わかりやすさ重視にすべきだと思う。時間を遡っているメールなんだからそこをメールでいいんじゃない?
100.wav|0|ねえこんなくだらないことに時間取ってる場合じゃないでしょ？もういそのこと略してDメールにしなさいよ
101.wav|0|ブラックホールが発生しているのかどうかは確認できていない。単にセルンのタイムマシンと偶然似てるだけで、実は全く違う現象かもしれない
102.wav|0|象徴だかなんだか知らないけど、どうやって電話レンジをタイムマシンとして使えるようにするか、その具体的な解法を教えてよ
103.wav|0|別に意味のある文章である必要はない。遅れるかどうかを確認できさえすればいいんだから
104.wav|0|発見しただけで満足してたら無意味。原理を突き止めないと、ここに書いたのは現象として確認できたものでしかない
105.wav|0|おそらく、セルンのタイムマシンと同じ原因ね。リフターの 調整がうまくできてないから完全 には得意点を裸にできずそのせいで遅れる容量が限定される
106.wav|0|いずれにせよ得意点を裸にできていない時点で、イベントホライゾンを通過せざるを得なくなる
107.wav|0|そのイベント ホライゾン内では空間と時間の 入れ替わりの影響でリング上得意 点に到達した被験者は超高速に達しているから
108.wav|0|超重力により、 押しつぶされて破壊されたデータが、ブラックホールから吐き出されて しまう
109.wav|0|でも、質量が小さければ通り抜けられるとも思えない。どっちにしろ、超重力の中を抜けないといけないのよ
110.wav|0|そんな 簡単な問題とは思えない。セルンだってその方法は試したはず。 なのに、実験開始から9年経っても解決できていない。
111.wav|0|そもそも、セルンではリフターがあるけど、電話レンジの場合、そのリフターに代替するものが何なのかすらわかってない。 これじゃあ、調整以前の問題。
112.wav|0|岡部と橋田さんが被験者として志願してくれるなら、喜んで実験してあげるけど。
113.wav|0|何度も言うけど、問題はあの電話レンジのどこに、リフターに代替する機能があるのかっていうこと。
114.wav|0|それをやろうとして、セルンほどの研究機関が失敗し続けている。 タイターの予言によると、完成まであと24年かかるんだっけ?
115.wav|0|この電話レンジは、もっとちゃんと検証するべきね。 何が起きてるのか、把握しないと。
116.wav|0|うん、今のところは認めざるを得ないってだけ。原理を究明していけば。 まあ、もしかしたらタイムマシンとは似ても似つかない間買い物かもしれない
117.wav|0|言ったはず、ここでは空間と時間の役割は入れ替わっている
118.wav|0|タイムパラドックスよ! もしも仮にパラドックスが発生した瞬間に世界が吹き飛んだら、あんたどうするつもり?
119.wav|0|まさかあんた、本気で世界に混沌をどうたらとかを実行に移そうとしてるんじゃないでしょうね
120.wav|0|つまりあんたの言う些細なことでも、意図的に変えれば未来に重大な影響を及ぼすかもしれない
121.wav|0|だから過去を変えてもいいって?あんなうさんくさい自称タイムトラベラーの妄想を信じるの?
122.wav|0|妄想をよりどころにして行動した結果、取り返しのつかないことになったらどうするのかって言ってる
123.wav|0|今の私たちは手探り状態と言える。こんな状態で過去を変えてみようなんて、リスクが大きすぎる
124.wav|0|だったら一週間前ね。7日は168時だから、ちょっと調整して、百七十シャープでセットしましょう。
125.wav|0|なんなら相談に乗るぞ。私はある意味で部外者だから、話しやすいんじゃない?
126.wav|0|年下の女に相談する男の人って、ふん、ぐにょんぐにょんだけど。それでもいいんだら聞いてやってもいい
127.wav|0|私はあんたの言葉が冗談なのか本気なのか見極められるほど付き合いが長くない
128.wav|0|過去を変えたから現在も変わったって? バタフライ効果ね。でもあんたの言ってることはデタラメ
129.wav|0|タイムマシンで物理的に過去へ行って歴史を変えてきたというのなら、まだギリギリ説明がつく
130.wav|0|でもDメールの場合だと、あんたは現在から一歩も動いていないことになるのよ
131.wav|0|だから現在が変わって私たちが変化したなら、あんたも変化していないと矛盾が生まれる
132.wav|0|それとも、自分は観測者だから変化していないでもいうつもり？その場合、あんたはこう主張していることになる。自分は人間という存在ではないって
133.wav|0|あんたのお遊びには付き合ってられないわ。どうせそのリーディングなんたらってたった今命名したんでしょ
134.wav|0|ささやかな復讐よ。あんたからのひどい扱いにいつもぐっと耐えてるんだから それぐらい許せ
135.wav|0|話の流れはさっぱり見えんが、岡部次長しろとだけ言ってお
136.wav|0|さあ、数時間前までジョン・タイターと熱心にメールしてたと思ったら急に静かになって
137.wav|0|私がこれまでに蓄積してきた人生は、たかだか18年だけど。それでもその記憶を改変なんてしたくない
138.wav|0|これまでの自分を否定したくないの。たとえ失敗ばかりだったとしても、それを含めて今の自分があるんだから
139.wav|0|あ、そうか！岡部 がさっき言ってたことが正しいなら、私とあんたは過去が変えられた記憶はないはず。
140.wav|0|橋田が送った勝つための方法って、必勝法じゃないせいじゃない?有利になるってだけで。
141.wav|0|おかべが言うように、もっとわかりやすく過去が変わったって確かめられる改変にしないと、実験の意味がない。
142.wav|0|昨日、ホテルに帰ってからずっと考えてた。 この電話レンジはどういう原理で時間移動を可能にさせているのか。
143.wav|0|電子レンジがLHCと同等の機能を持ってたら、日本は一家に一台ブラックホールになるわね。
144.wav|0|電子レンジがLHCと同等の機能を持ってたら、日本は一家に一台ブラックホールになるわね。
145.wav|0|セルンがあまりに簡単にカーブラックホールを作ってるように見えるから、感覚が麻痺してるけど。
146.wav|0|そもそもブラックホールなんて人工的に作れるものじゃないし、とんでもないリスクのある代物だし。
147.wav|0|この電子レンジに何かが干渉して、電子を注入してきているのは間違いない
148.wav|0|っさて、私は帰るから。これ以上むさ苦しい男どもの巣にはいられないんで
149.wav|0|1秒じゃ放電現象は起きないか。データ通りだけど貴重な実証データが取れた
150.wav|0|気持ちはわからなくはないけど、これはあくまで実験だと割り切ってデータの収集を優先すべき
151.wav|0|詩的な内容を送りたいにしても今はまだ見送るべき。タイムパラドックスの問題も完全に解決されたわけじゃないし、もっと慎重に慎重を重ねないと
152.wav|0|少なくとも非公開にしたいという話は受け入れられないわ。あなたに悪意がなくてもメールの内容次第で時間軸に深刻な影響をもたらすかもしれないんだから
153.wav|0|そもそも実験においては、プライバシーよりもデータが優先される 被験者になるならその覚悟は必要よ
154.wav|0|昨日も似たようなことがあった。私たちの記憶にないことをあんたは覚えていた。 えっと、なんだっけ?
155.wav|0|わからない。タイムパラドックスを経験した人間は、いまだかつて一人もいないから。
156.wav|0|もしかしたら、何も起きないかもしれないし、某映画みたいにパラドックスに対する歴史の修正が入るかもしれない。
157.wav|0|ドクターホーキングは、時間順序保護仮説で、タイムパラドックスが起きる可能性の行為は、そもそも実行不可能だとしてるし。
158.wav|0|今、この場からその、キリュウなんとかさんが消えたのは、因果率を考えれば不自然じゃない気がしてきた。
159.wav|0|詳しい経緯はわからないけど、過去を改変したことで、今回の場合は7月31日以降、今日までの4日間のキリュウさんの行動が微妙に変化し
160.wav|0|その結果、今この時間には、キリュウさんはラボには来なかったという風に再構成された
161.wav|0|なんとも言えない。 Dメールを送った事実も抹消されてしまうなら、そのDメールは誰が送ったのかっていうパラドックスになるし
162.wav|0|さっきのあんたの説明じゃ、Dメールを送ったのも受け取ったのもあんたじゃなかった。なのにあんただけが世界線が変わる前のことを覚えている
163.wav|0|キリュウさんって人はもともと存在しなかった。あるいはキリュウなんとかさんは実在するけど、その人がDメールを送った事実は妄想だった
164.wav|0|だいたい、痛い気で気弱そうな女の子をおもちゃにして調子に乗ってるなんて、最低だわ。そう思わないの?
165.wav|0|うーん、 これが噂に聞くジャパニメーション文化の一つ、コスプレ、なのか
166.wav|0|うん、どうしてそんなにか あなたはとても可愛いんだから、もっと自信を持つべきよ
167.wav|0|そりゃ、世界を混沌にうんたらとか言ってるバカに比べれば、どんな願い事も恥ずかしくはないわな
168.wav|0|認めるわ。私は彼女じゃなくて彼に比べれば乱暴な言葉遣いだし態度も悪いし可愛げもない
169.wav|0|お肉をたくさん食べれば男の子、野菜をたくさん食べれば女の子を産むことができるっていう続説があるらしい
170.wav|0|私、ラボメンナンバー004を返上したいので、代わりに漆原さんを004にしてあげて
171.wav|0|そうね。高速を事情倍ほど上回るロケットを開発すれば、あまりの速さに時間が逆行してとか
172.wav|0|だったら自称IQ170の灰色の脳細胞、狂気のマッドサイエンティスト鳳凰院さん、ダイアンをどうぞ
173.wav|0|漆原さん、あとは過去のお母さんに向けての文章をあなた自身で考えて
174.wav|0|言い方が下品じゃない? 相手は漆原さんのお母さんでしょ? 空刀の部分、通じるかな?
175.wav|0|今度はどんな変態的行為を考えてるんだ！あんたたち変態コンビは油断も隙もないな
176.wav|0|とにかく泣いてない。分かった?これ以上追求するなよ。うん
177.wav|0|夏マスサカリのこの時期に、 バカンスにも行かずにこんな厚苦しい場所で変態どもと話してるなんて
178.wav|0|知るか? 年頃の女子がいる前にパンツを含む洗濯物を堂々と置くのはデリカシーなさすぎだろって言ってんの
179.wav|0|逆に言えば、相手の性格、性質を分析し、誘導させることだって可能かもしれないし
180.wav|0|そういう心理学的な要素を考えるのは、どこぞの鳳凰院パンツさんには無理かもしれないけど
181.wav|0|真由里さんって、本当に純真な子なのね。でも岡部の言うことはあんまり間に受けない方がいい
182.wav|0|セルンがあれだけの大規模な装置を使ってすでに9年もかけてるのに まだ成功すらしてないんだぞ
183.wav|0|そうなのかな？携帯の電波なんて、何千万キロも離れた場所から捕捉できるとは思えないけど
184.wav|0|物理的転送なんて考えない方が身のためね。データだけのタイムトラベルだけでもすごいことなんだから、それで我慢すべき
185.wav|0|真理を探求するなら叱るべき頭脳と設備とお金を揃えないと、 少なくともセルン並みにはね
186.wav|0|前から思ってたけど、電話レンジはちゃんとした研究機関に持ち込んで 専門家に委ねるべきよ
187.wav|0|セルンがタイムマシンの研究を極貧にしてるなら、私たちはきちんと公表して人類の未来のために 役立てなきゃ
188.wav|0|一応、時間を見て翻訳は進めてるけど、今のところタイムマシンに関する目新しい情報はなし
189.wav|0|順序立てなくていいから。思いつくままに 一つずつゆっくり話して。分類整理は後からでもできる
190.wav|0|アイビーエム5100が消えたのは、これまでに過去を改変した誰かの影響かもね
191.wav|0|あとは、Dメール実験で、私がオカベの携帯に何十通も送った。でもどれも中身のない文面ばかりだから、あれで過去を改変できるとは思えない
192.wav|0|それともう一通、オカベが一番最初に偶然送った 私が死んでる云々ってメール
193.wav|0|そうだった。でもそう主張しているのはオカベだけなのよね。私も橋田も真由里さんも誰も知らない
194.wav|0|それで、あんたの主観ではそのアイビーエム5100はいつ消えたの？ついさっきの話なの？確実にこのラボにあったのは、いつまでの話？ 
195.wav|0|うーん、でも電話レンジ使うの?ブラウン観光房の店長さんに怒られるのは嫌なんだけど
196.wav|0|私は行かないわよ、もう少ししたらアメリカに帰らなきゃ。荷造りもまだしてないから、そんな余裕はない
197.wav|0|私にヘンテコなあだ名をつけるぐらいなら冗談で済むからいいけど、いや、本当はよくないが
198.wav|0|他人を傷つけるようなやつじゃないと思ってたけど、違ったみたいね。今のあんたは本気で最低よ！
199.wav|0|一度あんたの頭を切り開いて脳だけ取り出して、よく洗浄してやりたい気分よ
200.wav|0|できればそのまま体に戻さず、培養液の中にぶち込んで 一生あんなハレンチな真似できないようにもしてやりたい
201.wav|0|その、リーディングしたいなって名前、バカっぽいからやめろって私も以前言ったはずよね
202.wav|0|文法としては破綻してるし、 シュタイナーがシュタインのことなら、前半は英語で後半はドイツ語とか むちゃくちゃだ
203.wav|0|あんたが漆原さんへの変態セクハラ行為をしたと勘違いして、 要所でぶったたいたことよ
204.wav|0|後で考えてみたんだけど、あの時のあんたって、冗談言ってるようには、見えなかった
205.wav|0|実験を変態行為の口実にされたら嫌だから、私も一応、関わってるわけだし
206.wav|0|私がいるアメリカの研究所って、 世界中から優秀な人たちが集まってて。最先端の研究をやってるんだけど、結構殺伐としてるのよね
207.wav|0|みんなプライドが高くて、自分が一番だと思ってるから。足の引っ張り合いとか、面と向かって理不尽な暴言吐かれたりとか。日常茶飯事なの
208.wav|0|私が研究員代表としてサイエンスに論文載った時も、私よりずっと年上のおっさんたちからぐちぐちと文句言われたもんよ。
209.wav|0|こっちに戻ってきて逆留学した高校でも、クラスメイトはみんな私にビビって話しかけても来なかったし。
210.wav|0|だから、それと比べたらあんたのラボは、幼稚だけど、とても居心地がいい。
211.wav|0|今回の天音さんのことも、岡部は本気で心配してるのよね。それについてはあんたのことを、認めて。
212.wav|0|私は、えっと、あんたのことを大切な仲間だと思ってるよ。
213.wav|0|前に、あんた、言ってくれたでしょ。私のこと、大切な仲間だって。
214.wav|0|あのね！ 結構、その…嬉しかったっていうか…
215.wav|0|何よ!せっかくあんたのこと見直してやってるのに! もういいわよ!バカ!
216.wav|0|電子レンジって、もともとはリーダーの研究の結果、偶然生まれたことは知ってる?
217.wav|0|発生する電磁波の周波数は、2.45GHzのマイクロ波 。電話レンジに使われているのは業務用の強力なやつだから、出力は1500から2000ワットくらいある
218.wav|0|どっちも、電波を使うことに関しては一致している。それがどんな範囲で、どんな強さで影響を及ぼすのかは、ちゃんと調べたわけじゃないし、私は専門家でもないから、想像がつかないけど
219.wav|0|仮に、携帯電話を踏み台にして、周囲何百キロっていう広範囲に影響を及ぼすような、軍事用電磁波が撒き散らされたとするなら
220.wav|0|中にいる人が死に至るまでの時間は、体重差にもよるけど、平均しておよそ
221.wav|0|レンジ内の目に見えない水素に対し、電磁波のエネルギー順位が上昇する。これは通常の電子レンジの機能
222.wav|0|レンジ内のあらゆる素粒子が、衝突を繰り返すごとに質量を増していって 高速に近い円運動を始める
223.wav|0|でもこの電話レンジはどうやらそうじゃない。バナナや唐揚げがゼリーマンになっていることからそれは明らか 
224.wav|0|LHCは、リフターによってブラックホールに電子を注入して 重力場をコントロールしていた
225.wav|0|見つけられるとは思えない。この小さな電子レンジの中を、私たちはもう何日もかけて調べまくっているけど。ヒントさえ手に入らない
226.wav|0|もし仮に見つけ出したとしても 、注入する電子量の調整にはさらに 膨大な時間がいる
227.wav|0|LHCで作ったブラックホールを利用すればいい。 ブラックホールは飲み込んだあらゆるものを超圧縮してしまうんだか
228.wav|0|圧縮するものが単なるデータなら、人間みたいに潰されることで命が失われることもない
229.wav|0|タンスの引き出しの一つ一つには、小さい箱がびっしり入ってるの 。で、そのたくさんの箱の中にもさらに小さな小箱がいっぱい。そんな風に想像してもらえばいい
230.wav|0|この研究団体だけじゃ、岡部の言ったアイデアとは全然関係なさそうだけど。もう一つある
231.wav|0|私の通ってる大学、ビクトルコンドリア大学の精神生理学研究所が、ビジュアルリビルディング、略してVR技術っていうのを何年か前に開発した
232.wav|0|簡単に説明すると、ビデオカメラなんかの映像機器に映した風景の映像信号を、コンバートする技術のこと コンバートする技術のこと
233.wav|0|で、このVR技術と私たちの研究を組み合わせると、どうなると思う?
234.wav|0|それだけじゃない。記憶の移植、バックアップ、外部保存 そういうことができるようになる
235.wav|0|物理的転送によるタイムトラベルと区別するために 、仮にこっちはタイムリープと定義しましょうか
236.wav|0|でも、意識や人格まで含めると、データ量は膨大になるだろうし。そもそも、私の研究室が解析できたのは記憶の部分だけだから
237.wav|0|そもそも、人格や意識っていまだにどこにあるのか、どんな仕組みでそれが整理してるのが、はっきりしないの
238.wav|0|パーソナリティは記憶だけで形成されるわけじゃない 。だから、記憶を転送しても転送先の意識や人格に依存する
239.wav|0|最新のOSで作られたデータが、旧式のOSでちゃんと動作するかはわからないわけ。何らかの不具合が出るかも
240.wav|0|それに例えば小学生の頃の自分に今の記憶を転送した場合、記憶と肉体のギャップのせいで精神的な障害が起きるかもしれない
241.wav|0|正確に言うと、過去の自分の体で 、なおかつ携帯を持ってる時点までしか跳躍できないと思う
242.wav|0|それに、飛ばされた先が同一人物じゃないと、えっと例えれば電気信号がマッチングせずに弾かれてしまう恐れも
243.wav|0|弾かれるだけならいいけど、もしかすると深刻な人格障害まで起きる恐れがあるのよ
244.wav|0|はっきりしているのは自分が生まれる以前へは、絶対に行けないということ。 自分が二人同時に存在することはないっていうこと。だから
245.wav|0|タイムパラドックスが発生する心配はない。自分が生まれる前に親を殺すことはできないの
246.wav|0|父親は物理学者なんだ だけど、私は小難しい話を聞かされるのが大好きな子供だった。 内容は全く理解できなかったけど、いつも父親に話をせがんでた。
247.wav|0|おかげで、学校の成績は算数だけズバ抜けてよかった。 他の教科は見向きもしなかった。
248.wav|0|父親の書いた論文だって読んだのよ。 小学生じゃ到底理解できそうもなかったけど、 自分で一生懸命調べて、必死で解読してね。
249.wav|0|その論文について、父親と議論できるレベルにまでなったのが、 小学生の高学年になってからかな。
250.wav|0|とにかく、ある時期を境に、いきなり全然口を聞いてもらえなくなって。
251.wav|0|父親が大好きだった私は、そうなったのが自分のせいかもって責任を感じて、 かなりショックだった。 一時期は投稿拒否にまでなりかけて
252.wav|0|この前の電話はその件。会いに行っていいか聞いたら、 来るなって 、怒鳴られた
253.wav|0|嫌われてからも、 私の方から一生懸命話しかけたんだけど 。いつも無視されて
254.wav|0|それが、すごく辛かった 。その記憶があるから、 また無視されるんじゃないかと思って何も言えなくなる
255.wav|0|ねえ、岡部。 今言ってくれたこと本気にしていいんだよね
256.wav|0|ギスギスはしてるけど 、一番日本の空気みたいなものが感じられる場所だっただけよ 
257.wav|0|心配には及ばない。 大学じゃ周囲はみんな年上だった。 研究室じゃ一番の若造なのに、 論文は私が書かせてもらえた
258.wav|0|まあ そうだけど、このラボに泊まると気がめいるのよね。主に誰かさんのせいで。
